,date,home_team,away_team,home_team_continent,away_team_continent,home_score,away_score,tournament,city,country,shoot_out,winning_team,losing_team,goals
1154,2001-03-24,Azerbaijan,Moldova,Europe,Europe,0.0,0.0,FIFA World Cup qualification,Baku,Azerbaijan,No,Draw,Draw,0.0
1155,2001-03-24,Bosnia and Herzegovina,Austria,Europe,Europe,1.0,1.0,FIFA World Cup qualification,Sarajevo,Bosnia and Herzegovina,No,Draw,Draw,2.0
1156,2001-03-24,Bulgaria,Iceland,Europe,Europe,2.0,1.0,FIFA World Cup qualification,Sofia,Bulgaria,No,Bulgaria,Iceland,3.0
1157,2001-03-24,Croatia,Latvia,Europe,Europe,4.0,1.0,FIFA World Cup qualification,Osijek,Croatia,No,Croatia,Latvia,5.0
1158,2001-03-24,Cyprus,Republic of Ireland,Europe,Europe,0.0,4.0,FIFA World Cup qualification,Nicosia,Cyprus,No,Republic of Ireland,Cyprus,4.0
1159,2001-03-24,England,Finland,Europe,Europe,2.0,1.0,FIFA World Cup qualification,Liverpool,England,No,England,Finland,3.0
1160,2001-03-24,Germany,Albania,Europe,Europe,2.0,1.0,FIFA World Cup qualification,Leverkusen,Germany,No,Germany,Albania,3.0
1161,2001-03-24,Hungary,Lithuania,Europe,Europe,1.0,1.0,FIFA World Cup qualification,Budapest,Hungary,No,Draw,Draw,2.0
1162,2001-03-24,Luxembourg,Faroe Islands,Europe,Europe,0.0,2.0,FIFA World Cup qualification,Luxembourg,Luxembourg,No,Faroe Islands,Luxembourg,2.0
1163,2001-03-24,Malta,Denmark,Europe,Europe,0.0,5.0,FIFA World Cup qualification,Attard,Malta,No,Denmark,Malta,5.0
1164,2001-03-24,Northern Ireland,Czech Republic,Europe,Europe,0.0,1.0,FIFA World Cup qualification,Belfast,Northern Ireland,No,Czech Republic,Northern Ireland,1.0
1165,2001-03-24,Norway,Poland,Europe,Europe,2.0,3.0,FIFA World Cup qualification,Oslo,Norway,No,Poland,Norway,5.0
1166,2001-03-24,Romania,Italy,Europe,Europe,0.0,2.0,FIFA World Cup qualification,Bucharest,Romania,No,Italy,Romania,2.0
1167,2001-03-24,Russia,Slovenia,Europe,Europe,1.0,1.0,FIFA World Cup qualification,Moscow,Russia,No,Draw,Draw,2.0
1168,2001-03-24,Scotland,Belgium,Europe,Europe,2.0,2.0,FIFA World Cup qualification,Glasgow,Scotland,No,Draw,Draw,4.0
1169,2001-03-24,Spain,Liechtenstein,Europe,Europe,5.0,0.0,FIFA World Cup qualification,Alicante,Spain,No,Spain,Liechtenstein,5.0
1170,2001-03-24,Sweden,North Macedonia,Europe,Europe,1.0,0.0,FIFA World Cup qualification,Gothenburg,Sweden,No,Sweden,North Macedonia,1.0
1171,2001-03-24,Turkey,Slovakia,Europe,Europe,1.0,1.0,FIFA World Cup qualification,Istanbul,Turkey,No,Draw,Draw,2.0
1172,2001-03-24,Ukraine,Belarus,Europe,Europe,0.0,0.0,FIFA World Cup qualification,Kyiv,Ukraine,No,Draw,Draw,0.0
1173,2001-03-25,Malaysia,Palestine,Asia,Asia,4.0,3.0,FIFA World Cup qualification,Doha,Qatar,No,Malaysia,Palestine,7.0
1174,2001-03-25,Mexico,Jamaica,North America,North America,4.0,0.0,FIFA World Cup qualification,Mexico City,Mexico,No,Mexico,Jamaica,4.0
1175,2001-03-25,Qatar,Hong Kong,Asia,Asia,3.0,0.0,FIFA World Cup qualification,Doha,Qatar,No,Qatar,Hong Kong,3.0
1176,2001-03-27,Colombia,Bolivia,South America,South America,2.0,0.0,FIFA World Cup qualification,Bogotá,Colombia,No,Colombia,Bolivia,2.0
1177,2001-03-27,Peru,Chile,South America,South America,3.0,1.0,FIFA World Cup qualification,Lima,Peru,No,Peru,Chile,4.0
1178,2001-03-28,Albania,England,Europe,Europe,1.0,3.0,FIFA World Cup qualification,Tirana,Albania,No,England,Albania,4.0
1179,2001-03-28,Andorra,Republic of Ireland,Europe,Europe,0.0,3.0,FIFA World Cup qualification,Barcelona,Spain,No,Republic of Ireland,Andorra,3.0
1180,2001-03-28,Argentina,Venezuela,South America,South America,5.0,0.0,FIFA World Cup qualification,Buenos Aires,Argentina,No,Argentina,Venezuela,5.0
1181,2001-03-28,Austria,Israel,Europe,Europe,2.0,1.0,FIFA World Cup qualification,Vienna,Austria,No,Austria,Israel,3.0
1182,2001-03-28,Belarus,Norway,Europe,Europe,2.0,1.0,FIFA World Cup qualification,Minsk,Belarus,No,Belarus,Norway,3.0
1183,2001-03-28,Bulgaria,Northern Ireland,Europe,Europe,4.0,3.0,FIFA World Cup qualification,Sofia,Bulgaria,No,Bulgaria,Northern Ireland,7.0
1184,2001-03-28,Costa Rica,Trinidad and Tobago,North America,South America,3.0,0.0,FIFA World Cup qualification,Alajuela,Costa Rica,No,Costa Rica,Trinidad and Tobago,3.0
1185,2001-03-28,Cyprus,Estonia,Europe,Europe,2.0,2.0,FIFA World Cup qualification,Limassol,Cyprus,No,Draw,Draw,4.0
1186,2001-03-28,Czech Republic,Denmark,Europe,Europe,0.0,0.0,FIFA World Cup qualification,Prague,Czech Republic,No,Draw,Draw,0.0
1187,2001-03-28,Ecuador,Brazil,South America,South America,1.0,0.0,FIFA World Cup qualification,Quito,Ecuador,No,Ecuador,Brazil,1.0
1188,2001-03-28,Georgia,Romania,Europe,Europe,0.0,2.0,FIFA World Cup qualification,Tbilisi,Georgia,No,Romania,Georgia,2.0
1189,2001-03-28,Greece,Germany,Europe,Europe,2.0,4.0,FIFA World Cup qualification,Athens,Greece,No,Germany,Greece,6.0
1190,2001-03-28,Honduras,USA,North America,North America,1.0,2.0,FIFA World Cup qualification,San Pedro Sula,Honduras,No,USA,Honduras,3.0
1191,2001-03-28,Italy,Lithuania,Europe,Europe,4.0,0.0,FIFA World Cup qualification,Trieste,Italy,No,Italy,Lithuania,4.0
1192,2001-03-28,Liechtenstein,Bosnia and Herzegovina,Europe,Europe,0.0,3.0,FIFA World Cup qualification,Vaduz,Liechtenstein,No,Bosnia and Herzegovina,Liechtenstein,3.0
1193,2001-03-28,North Macedonia,Turkey,Europe,Europe,1.0,2.0,FIFA World Cup qualification,Skopje,North Macedonia,No,Turkey,North Macedonia,3.0
1194,2001-03-28,Moldova,Sweden,Europe,Europe,0.0,2.0,FIFA World Cup qualification,Chișinău,Moldova,No,Sweden,Moldova,2.0
1195,2001-03-28,Poland,Armenia,Europe,Europe,4.0,0.0,FIFA World Cup qualification,Warsaw,Poland,No,Poland,Armenia,4.0
1196,2001-03-28,Portugal,Netherlands,Europe,Europe,2.0,2.0,FIFA World Cup qualification,Porto,Portugal,No,Draw,Draw,4.0
1197,2001-03-28,Russia,Faroe Islands,Europe,Europe,1.0,0.0,FIFA World Cup qualification,Moscow,Russia,No,Russia,Faroe Islands,1.0
1198,2001-03-28,Scotland,San Marino,Europe,Europe,4.0,0.0,FIFA World Cup qualification,Glasgow,Scotland,No,Scotland,San Marino,4.0
1199,2001-03-28,Slovakia,Azerbaijan,Europe,Europe,3.0,1.0,FIFA World Cup qualification,Trnava,Slovakia,No,Slovakia,Azerbaijan,4.0
1200,2001-03-28,Switzerland,Luxembourg,Europe,Europe,5.0,0.0,FIFA World Cup qualification,Zürich,Switzerland,No,Switzerland,Luxembourg,5.0
1201,2001-03-28,Uruguay,Paraguay,South America,South America,0.0,1.0,FIFA World Cup qualification,Montevideo,Uruguay,No,Paraguay,Uruguay,1.0
1202,2001-03-28,Wales,Ukraine,Europe,Europe,1.0,1.0,FIFA World Cup qualification,Cardiff,Wales,No,Draw,Draw,2.0
1203,2001-04-01,Maldives,Cambodia,Africa,Asia,6.0,0.0,FIFA World Cup qualification,Malé,Maldives,No,Maldives,Cambodia,6.0
1204,2001-04-07,Brunei Darussalam,Yemen,Asia,Asia,0.0,5.0,FIFA World Cup qualification,Bandar Seri Begawan,Brunei Darussalam,No,Yemen,Brunei Darussalam,5.0
1205,2001-04-07,Fiji,American Samoa,Oceania,Oceania,13.0,0.0,FIFA World Cup qualification,Coffs Harbour,Australia,No,Fiji,American Samoa,13.0
1206,2001-04-07,Samoa,Tonga,Oceania,Africa,0.0,1.0,FIFA World Cup qualification,Coffs Harbour,Australia,No,Tonga,Samoa,1.0
1207,2001-04-08,India,United Arab Emirates,Asia,Asia,1.0,0.0,FIFA World Cup qualification,Bangalore,India,No,India,United Arab Emirates,1.0
1208,2001-04-08,Indonesia,Maldives,Asia,Africa,5.0,0.0,FIFA World Cup qualification,Jakarta,Indonesia,No,Indonesia,Maldives,5.0
1209,2001-04-09,American Samoa,Samoa,Oceania,Oceania,0.0,8.0,FIFA World Cup qualification,Coffs Harbour,Australia,No,Samoa,American Samoa,8.0
1210,2001-04-09,Australia,Tonga,Oceania,Africa,22.0,0.0,FIFA World Cup qualification,Coffs Harbour,Australia,No,Australia,Tonga,22.0
1211,2001-04-11,Australia,American Samoa,Oceania,Oceania,31.0,0.0,FIFA World Cup qualification,Coffs Harbour,Australia,No,Australia,American Samoa,31.0
1212,2001-04-11,Samoa,Fiji,Oceania,Oceania,1.0,6.0,FIFA World Cup qualification,Coffs Harbour,Australia,No,Fiji,Samoa,7.0
1213,2001-04-12,Iraq,Macau,Asia,Asia,8.0,0.0,FIFA World Cup qualification,Baghdad,Iraq,No,Iraq,Macau,8.0
1214,2001-04-12,Nepal,Kazakhstan,Asia,Europe,0.0,6.0,FIFA World Cup qualification,Baghdad,Iraq,No,Kazakhstan,Nepal,6.0
1215,2001-04-14,American Samoa,Tonga,Oceania,Africa,0.0,5.0,FIFA World Cup qualification,Coffs Harbour,Australia,No,Tonga,American Samoa,5.0
1216,2001-04-14,Australia,Fiji,Oceania,Oceania,2.0,0.0,FIFA World Cup qualification,Coffs Harbour,Australia,No,Australia,Fiji,2.0
1217,2001-04-14,Brunei Darussalam,United Arab Emirates,Asia,Asia,0.0,12.0,FIFA World Cup qualification,Bandar Seri Begawan,Brunei Darussalam,No,United Arab Emirates,Brunei Darussalam,12.0
1218,2001-04-14,Iraq,Nepal,Asia,Asia,9.0,1.0,FIFA World Cup qualification,Baghdad,Iraq,No,Iraq,Nepal,10.0
1219,2001-04-14,Kazakhstan,Macau,Europe,Asia,3.0,0.0,FIFA World Cup qualification,Baghdad,Iraq,No,Kazakhstan,Macau,3.0
1220,2001-04-15,Cambodia,Maldives,Asia,Africa,1.0,1.0,FIFA World Cup qualification,Phnom Penh,Cambodia,No,Draw,Draw,2.0
1221,2001-04-15,India,Yemen,Asia,Asia,1.0,1.0,FIFA World Cup qualification,Bangalore,India,No,Draw,Draw,2.0
1222,2001-04-16,Australia,Samoa,Oceania,Oceania,11.0,0.0,FIFA World Cup qualification,Coffs Harbour,Australia,No,Australia,Samoa,11.0
1223,2001-04-16,Iraq,Kazakhstan,Asia,Europe,1.0,1.0,FIFA World Cup qualification,Baghdad,Iraq,No,Draw,Draw,2.0
1224,2001-04-16,Nepal,Macau,Asia,Asia,4.0,1.0,FIFA World Cup qualification,Baghdad,Iraq,No,Nepal,Macau,5.0
1225,2001-04-16,Tonga,Fiji,Africa,Oceania,1.0,8.0,FIFA World Cup qualification,Coffs Harbour,Australia,No,Fiji,Tonga,9.0
1226,2001-04-21,Burkina Faso,Malawi,Africa,Africa,4.0,2.0,FIFA World Cup qualification,Ouagadougou,Burkina Faso,No,Burkina Faso,Malawi,6.0
1227,2001-04-21,Kazakhstan,Nepal,Europe,Asia,4.0,0.0,FIFA World Cup qualification,Almaty,Kazakhstan,No,Kazakhstan,Nepal,4.0
1228,2001-04-21,Macau,Iraq,Asia,Asia,0.0,5.0,FIFA World Cup qualification,Almaty,Kazakhstan,No,Iraq,Macau,5.0
1229,2001-04-21,Morocco,Namibia,Africa,Africa,3.0,0.0,FIFA World Cup qualification,Rabat,Morocco,No,Morocco,Namibia,3.0
1230,2001-04-21,Senegal,Algeria,Africa,Africa,3.0,0.0,FIFA World Cup qualification,Dakar,Senegal,No,Senegal,Algeria,3.0
1231,2001-04-21,Sierra Leone,Nigeria,Africa,Africa,1.0,0.0,FIFA World Cup qualification,Freetown,Sierra Leone,No,Sierra Leone,Nigeria,1.0
1232,2001-04-21,Zambia,Angola,Africa,Africa,1.0,1.0,FIFA World Cup qualification,Chingola,Zambia,No,Draw,Draw,2.0
1233,2001-04-22,Cameroon,Libya,Africa,Africa,1.0,0.0,FIFA World Cup qualification,Yaoundé,Cameroon,No,Cameroon,Libya,1.0
1234,2001-04-22,China PR,Maldives,Asia,Africa,10.0,1.0,FIFA World Cup qualification,Xi'an,China PR,No,China PR,Maldives,11.0
1235,2001-04-22,Congo DR,Madagascar,Africa,Africa,1.0,0.0,FIFA World Cup qualification,Kinshasa,Congo DR,No,Congo DR,Madagascar,1.0
1236,2001-04-22,Indonesia,Cambodia,Asia,Asia,6.0,0.0,FIFA World Cup qualification,Jakarta,Indonesia,No,Indonesia,Cambodia,6.0
1237,2001-04-22,Côte d'Ivoire,Congo,Africa,Africa,2.0,0.0,FIFA World Cup qualification,Abidjan,Côte d'Ivoire,No,Côte d'Ivoire,Congo,2.0
1238,2001-04-22,Liberia,Sudan,Africa,Africa,2.0,0.0,FIFA World Cup qualification,Paynesville,Liberia,No,Liberia,Sudan,2.0
1239,2001-04-23,Iraq,Nepal,Asia,Asia,4.0,2.0,FIFA World Cup qualification,Almaty,Kazakhstan,No,Iraq,Nepal,6.0
1240,2001-04-23,Kazakhstan,Macau,Europe,Asia,5.0,0.0,FIFA World Cup qualification,Almaty,Kazakhstan,No,Kazakhstan,Macau,5.0
1241,2001-04-23,Turkmenistan,Jordan,Asia,Asia,2.0,0.0,FIFA World Cup qualification,Tashkent,Uzbekistan,No,Turkmenistan,Jordan,2.0
1242,2001-04-23,Uzbekistan,Chinese Taipei,Asia,Asia,7.0,0.0,FIFA World Cup qualification,Tashkent,Uzbekistan,No,Uzbekistan,Chinese Taipei,7.0
1243,2001-04-24,Chile,Uruguay,South America,South America,0.0,1.0,FIFA World Cup qualification,Santiago,Chile,No,Uruguay,Chile,1.0
1244,2001-04-24,Ecuador,Paraguay,South America,South America,2.0,1.0,FIFA World Cup qualification,Quito,Ecuador,No,Ecuador,Paraguay,3.0
1245,2001-04-24,Venezuela,Colombia,South America,South America,2.0,2.0,FIFA World Cup qualification,San Cristóbal,Venezuela,No,Draw,Draw,4.0
1246,2001-04-25,Austria,Liechtenstein,Europe,Europe,2.0,0.0,FIFA World Cup qualification,Innsbruck,Austria,No,Austria,Liechtenstein,2.0
1247,2001-04-25,Bolivia,Argentina,South America,South America,3.0,3.0,FIFA World Cup qualification,La Paz,Bolivia,No,Draw,Draw,6.0
1248,2001-04-25,Brazil,Peru,South America,South America,1.0,1.0,FIFA World Cup qualification,São Paulo,Brazil,No,Draw,Draw,2.0
1249,2001-04-25,Republic of Ireland,Andorra,Europe,Europe,3.0,1.0,FIFA World Cup qualification,Dublin,Republic of Ireland,No,Republic of Ireland,Andorra,4.0
1250,2001-04-25,Jamaica,Honduras,North America,North America,1.0,1.0,FIFA World Cup qualification,Kingston,Jamaica,No,Draw,Draw,2.0
1251,2001-04-25,Kazakhstan,Iraq,Europe,Asia,1.0,1.0,FIFA World Cup qualification,Almaty,Kazakhstan,No,Draw,Draw,2.0
1252,2001-04-25,Latvia,San Marino,Europe,Europe,1.0,1.0,FIFA World Cup qualification,Riga,Latvia,No,Draw,Draw,2.0
1253,2001-04-25,Macau,Nepal,Asia,Asia,1.0,6.0,FIFA World Cup qualification,Almaty,Kazakhstan,No,Nepal,Macau,7.0
1254,2001-04-25,Malta,Iceland,Europe,Europe,1.0,4.0,FIFA World Cup qualification,Attard,Malta,No,Iceland,Malta,5.0
1255,2001-04-25,Netherlands,Cyprus,Europe,Europe,4.0,0.0,FIFA World Cup qualification,Eindhoven,Netherlands,No,Netherlands,Cyprus,4.0
1256,2001-04-25,Trinidad and Tobago,Mexico,South America,North America,1.0,1.0,FIFA World Cup qualification,Port of Spain,Trinidad and Tobago,No,Draw,Draw,2.0
1257,2001-04-25,USA,Costa Rica,North America,North America,1.0,0.0,FIFA World Cup qualification,Kansas City,USA,No,USA,Costa Rica,1.0
1258,2001-04-25,Uzbekistan,Turkmenistan,Asia,Asia,1.0,0.0,FIFA World Cup qualification,Tashkent,Uzbekistan,No,Uzbekistan,Turkmenistan,1.0
1259,2001-04-26,United Arab Emirates,India,Asia,Asia,1.0,0.0,FIFA World Cup qualification,Al Ain,United Arab Emirates,No,United Arab Emirates,India,1.0
1260,2001-04-27,Uzbekistan,Jordan,Asia,Asia,2.0,2.0,FIFA World Cup qualification,Tashkent,Uzbekistan,No,Draw,Draw,4.0
1261,2001-04-27,Yemen,Brunei Darussalam,Asia,Asia,1.0,0.0,FIFA World Cup qualification,Sana'a,Yemen,No,Yemen,Brunei Darussalam,1.0
1262,2001-04-28,Congo,Madagascar,Africa,Africa,2.0,0.0,FIFA World Cup qualification,Pointe-Noire,Congo,No,Congo,Madagascar,2.0
1263,2001-04-28,Maldives,China PR,Africa,Asia,0.0,1.0,FIFA World Cup qualification,Malé,Maldives,No,China PR,Maldives,1.0
1264,2001-04-29,Cambodia,Indonesia,Asia,Asia,0.0,2.0,FIFA World Cup qualification,Phnom Penh,Cambodia,No,Indonesia,Cambodia,2.0
1265,2001-04-30,Oman,Laos,Asia,Asia,12.0,0.0,FIFA World Cup qualification,Muscat,Oman,No,Oman,Laos,12.0
1266,2001-04-30,Syria,Philippines,Asia,Asia,12.0,0.0,FIFA World Cup qualification,Aleppo,Syria,No,Syria,Philippines,12.0
1267,2001-05-03,Jordan,Chinese Taipei,Asia,Asia,6.0,0.0,FIFA World Cup qualification,Amman,Jordan,No,Jordan,Chinese Taipei,6.0
1268,2001-05-03,Turkmenistan,Uzbekistan,Asia,Asia,2.0,5.0,FIFA World Cup qualification,Amman,Jordan,No,Uzbekistan,Turkmenistan,7.0
1269,2001-05-04,Algeria,Morocco,Africa,Africa,1.0,2.0,FIFA World Cup qualification,Algiers,Algeria,No,Morocco,Algeria,3.0
1270,2001-05-04,Oman,Laos,Asia,Asia,7.0,0.0,FIFA World Cup qualification,Muscat,Oman,No,Oman,Laos,7.0
1271,2001-05-04,Syria,Philippines,Asia,Asia,5.0,1.0,FIFA World Cup qualification,Aleppo,Syria,No,Syria,Philippines,6.0
1272,2001-05-04,United Arab Emirates,Brunei Darussalam,Asia,Asia,4.0,0.0,FIFA World Cup qualification,Al Ain,United Arab Emirates,No,United Arab Emirates,Brunei Darussalam,4.0
1273,2001-05-04,Yemen,India,Asia,Asia,3.0,3.0,FIFA World Cup qualification,Sana'a,Yemen,No,Draw,Draw,6.0
1274,2001-05-05,Jordan,Turkmenistan,Asia,Asia,1.0,2.0,FIFA World Cup qualification,Amman,Jordan,No,Turkmenistan,Jordan,3.0
1275,2001-05-05,Madagascar,Tunisia,Africa,Africa,0.0,2.0,FIFA World Cup qualification,Antananarivo,Madagascar,No,Tunisia,Madagascar,2.0
1276,2001-05-05,Nigeria,Liberia,Africa,Africa,2.0,0.0,FIFA World Cup qualification,Port Harcourt,Nigeria,No,Nigeria,Liberia,2.0
1277,2001-05-05,Sierra Leone,Ghana,Africa,Africa,1.0,1.0,FIFA World Cup qualification,Freetown,Sierra Leone,No,Draw,Draw,2.0
1278,2001-05-05,South Africa,Zimbabwe,Africa,Africa,2.0,1.0,FIFA World Cup qualification,Johannesburg,South Africa,No,South Africa,Zimbabwe,3.0
1279,2001-05-06,Angola,Cameroon,Africa,Africa,2.0,0.0,FIFA World Cup qualification,Luanda,Angola,No,Angola,Cameroon,2.0
1280,2001-05-06,Cambodia,China PR,Asia,Asia,0.0,4.0,FIFA World Cup qualification,Phnom Penh,Cambodia,No,China PR,Cambodia,4.0
1281,2001-05-06,Congo,Congo DR,Africa,Africa,1.0,1.0,FIFA World Cup qualification,Pointe-Noire,Congo,No,Draw,Draw,2.0
1282,2001-05-06,Egypt,Senegal,Africa,Africa,1.0,0.0,FIFA World Cup qualification,Cairo,Egypt,No,Egypt,Senegal,1.0
1283,2001-05-06,Maldives,Indonesia,Africa,Asia,0.0,2.0,FIFA World Cup qualification,Malé,Maldives,No,Indonesia,Maldives,2.0
1284,2001-05-06,Togo,Zambia,Africa,Africa,3.0,2.0,FIFA World Cup qualification,Lomé,Togo,No,Togo,Zambia,5.0
1285,2001-05-07,Jordan,Uzbekistan,Asia,Asia,1.0,1.0,FIFA World Cup qualification,Amman,Jordan,No,Draw,Draw,2.0
1286,2001-05-07,Oman,Philippines,Asia,Asia,7.0,0.0,FIFA World Cup qualification,Muscat,Oman,No,Oman,Philippines,7.0
1287,2001-05-07,Syria,Laos,Asia,Asia,11.0,0.0,FIFA World Cup qualification,Aleppo,Syria,No,Syria,Laos,11.0
1288,2001-05-07,Turkmenistan,Chinese Taipei,Asia,Asia,1.0,0.0,FIFA World Cup qualification,Amman,Jordan,No,Turkmenistan,Chinese Taipei,1.0
1289,2001-05-11,Oman,Philippines,Asia,Asia,2.0,0.0,FIFA World Cup qualification,Muscat,Oman,No,Oman,Philippines,2.0
1290,2001-05-11,Syria,Laos,Asia,Asia,9.0,0.0,FIFA World Cup qualification,Aleppo,Syria,No,Syria,Laos,9.0
1291,2001-05-11,Yemen,United Arab Emirates,Asia,Asia,2.0,1.0,FIFA World Cup qualification,Sana'a,Yemen,No,Yemen,United Arab Emirates,3.0
1292,2001-05-12,Brunei Darussalam,India,Asia,Asia,0.0,1.0,FIFA World Cup qualification,Bandar Seri Begawan,Brunei Darussalam,No,India,Brunei Darussalam,1.0
1293,2001-05-13,China PR,Indonesia,Asia,Asia,5.0,1.0,FIFA World Cup qualification,Kunming,China PR,No,China PR,Indonesia,6.0
1294,2001-05-13,Lebanon,Pakistan,Asia,Asia,6.0,0.0,FIFA World Cup qualification,Beirut,Lebanon,No,Lebanon,Pakistan,6.0
1295,2001-05-13,Thailand,Sri Lanka,Asia,Asia,4.0,2.0,FIFA World Cup qualification,Beirut,Lebanon,No,Thailand,Sri Lanka,6.0
1296,2001-05-15,Lebanon,Sri Lanka,Asia,Asia,4.0,0.0,FIFA World Cup qualification,Beirut,Lebanon,No,Lebanon,Sri Lanka,4.0
1297,2001-05-15,Thailand,Pakistan,Asia,Asia,3.0,0.0,FIFA World Cup qualification,Beirut,Lebanon,No,Thailand,Pakistan,3.0
1298,2001-05-17,Lebanon,Thailand,Asia,Asia,1.0,2.0,FIFA World Cup qualification,Beirut,Lebanon,No,Thailand,Lebanon,3.0
1299,2001-05-17,Pakistan,Sri Lanka,Asia,Asia,3.0,3.0,FIFA World Cup qualification,Beirut,Lebanon,No,Draw,Draw,6.0
1300,2001-05-18,Syria,Oman,Asia,Asia,3.0,3.0,FIFA World Cup qualification,Aleppo,Syria,No,Draw,Draw,6.0
1301,2001-05-18,United Arab Emirates,Yemen,Asia,Asia,3.0,2.0,FIFA World Cup qualification,Al Ain,United Arab Emirates,No,United Arab Emirates,Yemen,5.0
1302,2001-05-19,Laos,Philippines,Asia,Asia,2.0,0.0,FIFA World Cup qualification,Vientiane,Laos,No,Laos,Philippines,2.0
1303,2001-05-20,China PR,Cambodia,Asia,Asia,3.0,1.0,FIFA World Cup qualification,Guangzhou,China PR,No,China PR,Cambodia,4.0
1304,2001-05-20,India,Brunei Darussalam,Asia,Asia,5.0,0.0,FIFA World Cup qualification,Bangalore,India,No,India,Brunei Darussalam,5.0
1305,2001-05-20,Tunisia,Côte d'Ivoire,Africa,Africa,1.0,1.0,FIFA World Cup qualification,Tunis,Tunisia,No,Draw,Draw,2.0
1306,2001-05-25,Oman,Syria,Asia,Asia,2.0,0.0,FIFA World Cup qualification,Muscat,Oman,No,Oman,Syria,2.0
1307,2001-05-26,Pakistan,Lebanon,Asia,Asia,1.0,8.0,FIFA World Cup qualification,Bangkok,Thailand,No,Lebanon,Pakistan,9.0
1308,2001-05-26,Philippines,Laos,Asia,Asia,1.0,1.0,FIFA World Cup qualification,Pasig City,Philippines,No,Draw,Draw,2.0
1309,2001-05-26,Thailand,Sri Lanka,Asia,Asia,3.0,0.0,FIFA World Cup qualification,Bangkok,Thailand,No,Thailand,Sri Lanka,3.0
1310,2001-05-27,Indonesia,China PR,Asia,Asia,0.0,2.0,FIFA World Cup qualification,Jakarta,Indonesia,No,China PR,Indonesia,2.0
1311,2001-05-28,Sri Lanka,Lebanon,Asia,Asia,0.0,5.0,FIFA World Cup qualification,Bangkok,Thailand,No,Lebanon,Sri Lanka,5.0
1312,2001-05-28,Thailand,Pakistan,Asia,Asia,6.0,0.0,FIFA World Cup qualification,Bangkok,Thailand,No,Thailand,Pakistan,6.0
1313,2001-05-30,Sri Lanka,Pakistan,Asia,Asia,3.0,1.0,FIFA World Cup qualification,Bangkok,Thailand,No,Sri Lanka,Pakistan,4.0
1314,2001-05-30,Thailand,Lebanon,Asia,Asia,2.0,2.0,FIFA World Cup qualification,Bangkok,Thailand,No,Draw,Draw,4.0
1315,2001-06-02,Armenia,Belarus,Europe,Europe,0.0,0.0,FIFA World Cup qualification,Yerevan,Armenia,No,Draw,Draw,0.0
1316,2001-06-02,Belgium,Latvia,Europe,Europe,3.0,1.0,FIFA World Cup qualification,Brussels,Belgium,No,Belgium,Latvia,4.0
1317,2001-06-02,Croatia,San Marino,Europe,Europe,4.0,0.0,FIFA World Cup qualification,Varaždin,Croatia,No,Croatia,San Marino,4.0
1318,2001-06-02,Denmark,Czech Republic,Europe,Europe,2.0,1.0,FIFA World Cup qualification,Copenhagen,Denmark,No,Denmark,Czech Republic,3.0
1319,2001-06-02,Estonia,Netherlands,Europe,Europe,2.0,4.0,FIFA World Cup qualification,Tallinn,Estonia,No,Netherlands,Estonia,6.0
1320,2001-06-02,Faroe Islands,Switzerland,Europe,Europe,0.0,1.0,FIFA World Cup qualification,Toftir,Faroe Islands,No,Switzerland,Faroe Islands,1.0
1321,2001-06-02,Finland,Germany,Europe,Europe,2.0,2.0,FIFA World Cup qualification,Helsinki,Finland,No,Draw,Draw,4.0
1322,2001-06-02,Georgia,Italy,Europe,Europe,1.0,2.0,FIFA World Cup qualification,Tbilisi,Georgia,No,Italy,Georgia,3.0
1323,2001-06-02,Greece,Albania,Europe,Europe,1.0,0.0,FIFA World Cup qualification,Heraklion,Greece,No,Greece,Albania,1.0
1324,2001-06-02,Iceland,Malta,Europe,Europe,3.0,0.0,FIFA World Cup qualification,Reykjavík,Iceland,No,Iceland,Malta,3.0
1325,2001-06-02,Republic of Ireland,Portugal,Europe,Europe,1.0,1.0,FIFA World Cup qualification,Dublin,Republic of Ireland,No,Draw,Draw,2.0
